              x                f(x)               f'(x)
       1,500000            0,323839           -0,462762
       1,550000            0,300753           -0,459883
       1,600000            0,277919           -0,452764
       1,650000            0,255537           -0,441896
       1,700000            0,233781           -0,427784
       1,750000            0,212802           -0,410937
       1,800000            0,192723           -0,391853
       1,850000            0,173645           -0,371017
       1,900000            0,155642           -0,348887
       1,950000            0,138770           -0,325896
       2,000000            0,123060           -0,302439
       2,050000            0,108527           -0,278874
       2,100000            0,095169           -0,255518
       2,150000            0,082968           -0,232649
       2,200000            0,071893           -0,210501
       2,250000            0,061903           -0,189266
       2,300000            0,052949           -0,169100
       2,350000            0,044974           -0,150118
       2,400000            0,037917           -0,132403
       2,450000            0,031713           -0,116005
       2,500000            0,026295           -0,100946
       2,550000            0,021597           -0,087225
       2,600000            0,017552           -0,074817
       2,650000            0,014095           -0,063683
       2,700000            0,011164           -0,053765
       2,750000            0,008700           -0,045000
       2,800000            0,006647           -0,037312
       2,850000            0,004953           -0,030621
       2,900000            0,003570           -0,024845
       2,950000            0,002455           -0,019901
       3,000000            0,001568           -0,015705
       3,050000            0,000873           -0,012178
       3,100000            0,000340           -0,009241
       3,150000           -0,000059           -0,006821
       3,200000           -0,000349           -0,004852
       3,250000           -0,000550           -0,003270
       3,300000           -0,000681           -0,002018
       3,350000           -0,000757           -0,001045
       3,400000           -0,000789           -0,000304
       3,450000           -0,000790            0,000245
       3,500000           -0,000767            0,000636
       3,550000           -0,000728            0,000902
       3,600000           -0,000679            0,001067
       3,650000           -0,000623            0,001155
       3,700000           -0,000564            0,001184
       3,750000           -0,000505            0,001169
       3,800000           -0,000448            0,001123
       3,850000           -0,000393            0,001055
       3,900000           -0,000342            0,000974
       3,950000           -0,000296            0,000886
       4,000000           -0,000254            0,000796
       4,050000           -0,000216            0,000707
       4,100000           -0,000183            0,000622
       4,150000           -0,000154            0,000542
       4,200000           -0,000129            0,000468
       4,250000           -0,000107            0,000402
       4,300000           -0,000088            0,000342
       4,350000           -0,000073            0,000289
       4,400000           -0,000059            0,000243
       4,450000           -0,000048            0,000202
       4,500000           -0,000039            0,000168
       4,550000           -0,000032            0,000138
       4,600000           -0,000025            0,000113
       4,650000           -0,000020            0,000092
       4,700000           -0,000016            0,000075
       4,750000           -0,000013            0,000060
       4,800000           -0,000010            0,000048
       4,850000           -0,000008            0,000039
       4,900000           -0,000006            0,000031
       4,950000           -0,000005            0,000024
       5,000000           -0,000004            0,000019
       5,050000           -0,000003            0,000015
       5,100000           -0,000002            0,000011
       5,150000           -0,000002            0,000009
       5,200000           -0,000001            0,000007
       5,250000           -0,000001            0,000005
       5,300000           -0,000001            0,000004
       5,350000           -0,000000            0,000003
       5,400000           -0,000000            0,000002
       5,450000           -0,000000            0,000002
       5,500000           -0,000000            0,000001
       5,550000           -0,000000            0,000001
       5,600000           -0,000000            0,000001
       5,650000           -0,000000            0,000000
       5,700000           -0,000000            0,000000
       5,750000           -0,000000            0,000000
       5,800000           -0,000000            0,000000
       5,850000           -0,000000            0,000000
       5,900000           -0,000000            0,000000
       5,950000           -0,000000            0,000000
       6,000000           -0,000000            0,000000
       6,050000           -0,000000            0,000000
       6,100000           -0,000000            0,000000
       6,150000           -0,000000            0,000000
       6,200000           -0,000000            0,000000
       6,250000           -0,000000            0,000000
       6,300000            0,000000            0,000000
       6,350000            0,000000            0,000000
       6,400000            0,000000            0,000000
       6,450000            0,000000           -0,000000
       6,500000            0,000000           -0,000000
